8	400	150	4997	14	73	chevrolet
8	400	167	4906	12.5	73	ford
8	360	170	4654	13	73	plymouth
8	350	180	4499	12.5	73	oldsmobile
6	232	100	2789	15	73	amc
4	97	88	2279	19	73	toyota
4	140	72	2401	19.5	73	chevrolet
4	108	94	2379	16.5	73	datsun
3	70	90	2124	13.5	73	mazda
4	122	85	2310	18.5	73	ford
6	155	107	2472	14	73	mercury
4	98	90	2265	15.5	73	fiat
8	350	145	4082	13	73	chevrolet
8	400	230	4278	9.5	73	pontiac
4	68	49	1867	19.5	73	fiat
4	116	75	2158	15.5	73	opel
4	114	91	2582	14	73	audi
4	121	112	2868	15.5	73	volvo
8	318	150	3399	11	73	dodge
4	121	110	2660	14	73	saab
6	156	122	2807	13.5	73	toyota
8	350	180	3664	11	73	oldsmobile
6	198	95	3102	16.5	74	plymouth
6	200	104	2875	17	74	ford
6	232	100	2901	16	74	amc
6	250	100	3336	17	74	chevrolet
4	79	67	1950	19	74	datsun
4	122	80	2451	16.5	74	ford
4	71	65	1836	21	74	toyota
4	140	75	2542	17	74	chevrolet
6	250	100	3781	17	74	chevrolet
6	258	110	3632	18	74	amc
6	225	105	3613	16.5	74	plymouth
8	302	140	4141	14	74	ford
8	350	150	4699	14.5	74	buick
8	318	150	4457	13.5	74	dodge
8	302	140	4638	16	74	ford
8	304	150	4257	15.5	74	amc
4	98	83	2219	16.5	74	audi
4	79	67	1963	15.5	74	volkswagen
4	97	78	2300	14.5	74	opel
4	76	52	1649	16.5	74	toyota
4	83	61	2003	19	74	datsun
4	90	75	2125	14.5	74	dodge
4	90	75	2108	15.5	74	fiat
4	116	75	2246	14	74	fiat
4	120	97	2489	15	74	honda
4	108	93	2391	15.5	74	subaru
4	79	67	2000	16	74	fiat
6	225	95	3264	16	75	plymouth
6	250	105	3459	16	75	chevrolet
6	250	72	3432	21	75	mercury
6	250	72	3158	19.5	75	ford
8	400	170	4668	11.5	75	pontiac
8	350	145	4440	14	75	chevrolet
8	318	150	4498	14.5	75	plymouth
8	351	148	4657	13.5	75	ford
6	231	110	3907	21	75	buick
6	250	105	3897	18.5	75	chevrolet
6	258	110	3730	19	75	amc
6	225	95	3785	19	75	plymouth
6	231	110	3039	15	75	buick
8	262	110	3221	13.5	75	chevrolet
8	302	129	3169	12	75	ford
4	97	75	2171	16	75	toyota
4	140	83	2639	17	75	ford
6	232	100	2914	16	75	amc
4	140	78	2592	18.5	75	pontiac
4	134	96	2702	13.5	75	toyota
4	90	71	2223	16.5	75	volkswagen
4	119	97	2545	17	75	datsun
6	171	97	2984	14.5	75	ford
4	90	70	1937	14	75	volkswagen
6	232	90	3211	17	75	amc
4	115	95	2694	15	75	audi
4	120	88	2957	17	75	peugeot
4	121	98	2945	14.5	75	volvo
4	121	115	2671	13.5	75	saab
4	91	53	1795	17.5	75	honda
4	107	86	2464	15.5	76	fiat
4	116	81	2220	16.9	76	opel
4	140	92	2572	14.9	76	mercury
4	98	79	2255	17.7	76	dodge
4	101	83	2202	15.3	76	renault
8	305	140	4215	13	76	chevrolet
8	318	150	4190	13	76	dodge
8	304	120	3962	13.9	76	amc
8	351	152	4215	12.8	76	ford
6	225	100	3233	15.4	76	plymouth
6	250	105	3353	14.5	76	chevrolet
6	200	81	3012	17.6	76	ford
6	232	90	3085	17.6	76	amc
4	85	52	2035	22.2	76	chevrolet
4	98	60	2164	22.1	76	chevrolet
4	90	70	1937	14.2	76	volkswagen
4	91	53	1795	17.4	76	honda
6	225	100	3651	17.7	76	dodge
6	250	78	3574	21	76	ford
6	250	110	3645	16.2	76	pontiac
6	258	95	3193	17.8	76	amc
4	97	71	1825	12.2	76	volkswagen
4	85	70	1990	17	76	datsun
4	97	75	2155	16.4	76	toyota
4	140	72	2565	13.6	76	ford
4	130	102	3150	15.7	76	volvo
8	318	150	3940	13.2	76	plymouth
4	120	88	3270	21.9	76	peugeot
6	156	108	2930	15.5	76	toyota
6	168	120	3820	16.7	76	mercedes-benz
8	350	180	4380	12.1	76	cadillac
8	350	145	4055	12	76	chevy
8	302	130	3870	15	76	ford
8	318	150	3755	14	76	dodge
4	98	68	2045	18.5	77	honda
4	111	80	2155	14.8	77	buick
4	79	58	1825	18.6	77	renault
4	122	96	2300	15.5	77	plymouth
4	85	70	1945	16.8	77	datsun
8	305	145	3880	12.5	77	chevrolet
8	260	110	4060	19	77	oldsmobile
8	318	145	4140	13.7	77	dodge
8	302	130	4295	14.9	77	mercury
6	250	110	3520	16.4	77	chevrolet
6	231	105	3425	16.9	77	buick
6	225	100	3630	17.7	77	plymouth
6	250	98	3525	19	77	ford
8	400	180	4220	11.1	77	pontiac
8	350	170	4165	11.4	77	chevrolet
8	400	190	4325	12.2	77	chrysler
8	351	149	4335	14.5	77	ford
4	97	78	1940	14.5	77	volkswagen
4	151	88	2740	16	77	pontiac
4	97	75	2265	18.2	77	toyota
4	140	89	2755	15.8	77	ford
4	98	63	2051	17	77	chevrolet
4	98	83	2075	15.9	77	dodge
4	97	67	1985	16.4	77	subaru
4	97	78	2190	14.1	77	volkswagen
6	146	97	2815	14.5	77	datsun
4	121	110	2600	12.8	77	bmw
3	80	110	2720	13.5	77	mazda
4	90	48	1985	21.5	78	volkswagen
4	98	66	1800	14.4	78	ford
4	78	52	1985	19.4	78	mazda
4	85	70	2070	18.6	78	datsun
4	91	60	1800	16.4	78	honda
8	260	110	3365	15.5	78	oldsmobile
8	318	140	3735	13.2	78	dodge
8	302	139	3570	12.8	78	mercury
6	231	105	3535	19.2	78	pontiac
6	200	95	3155	18.2	78	chevrolet
6	200	85	2965	15.8	78	ford
4	140	88	2720	15.4	78	ford
6	225	100	3430	17.2	78	plymouth
6	232	90	3210	17.2	78	amc
6	231	105	3380	15.8	78	buick
6	200	85	3070	16.7	78	mercury
6	225	110	3620	18.7	78	dodge
6	258	120	3410	15.1	78	amc
8	305	145	3425	13.2	78	chevrolet
6	231	165	3445	13.4	78	buick
8	302	139	3205	11.2	78	ford
8	318	140	4080	13.7	78	dodge
4	98	68	2155	16.5	78	chevrolet
4	134	95	2560	14.2	78	toyota
4	119	97	2300	14.7	78	datsun
4	105	75	2230	14.5	78	dodge
4	134	95	2515	14.8	78	toyota
4	156	105	2745	16.7	78	plymouth
4	151	85	2855	17.6	78	oldsmobile
4	119	97	2405	14.9	78	datsun
5	131	103	2830	15.9	78	audi
6	163	125	3140	13.6	78	volvo
4	121	115	2795	15.7	78	saab
6	163	133	3410	15.8	78	peugeot
4	89	71	1990	14.9	78	volkswagen
4	98	68	2135	16.6	78	honda
6	231	115	3245	15.4	79	pontiac
6	200	85	2990	18.2	79	mercury
4	140	88	2890	17.3	79	ford
6	232	90	3265	18.2	79	amc
6	225	110	3360	16.6	79	dodge
8	305	130	3840	15.4	79	chevrolet
8	302	129	3725	13.4	79	ford
8	351	138	3955	13.2	79	mercury
8	318	135	3830	15.2	79	dodge
8	350	155	4360	14.9	79	buick
8	351	142	4054	14.3	79	ford
8	267	125	3605	15	79	chevrolet
8	360	150	3940	13	79	chrysler
4	89	71	1925	14	79	volkswagen
4	86	65	1975	15.2	79	mazda
4	98	80	1915	14.4	79	dodge
4	121	80	2670	15	79	amc
5	183	77	3530	20.1	79	mercedes-benz
8	350	125	3900	17.4	79	cadillac
4	141	71	3190	24.8	79	peugeot
8	260	90	3420	22.2	79	oldsmobile
4	105	70	2200	13.2	79	plymouth
4	105	70	2150	14.9	79	plymouth
4	85	65	2020	19.2	79	datsun
4	91	69	2130	14.7	79	fiat
4	151	90	2670	16	79	buick
6	173	115	2595	11.3	79	chevrolet
6	173	115	2700	12.9	79	oldsmobile
4	151	90	2556	13.2	79	pontiac
4	98	76	2144	14.7	80	volkswagen
4	89	60	1968	18.8	80	toyota
4	98	70	2120	15.5	80	chevrolet
4	86	65	2019	16.4	80	datsun
4	151	90	2678	16.5	80	chevrolet
4	140	88	2870	18.1	80	ford
4	151	90	3003	20.1	80	amc
6	225	90	3381	18.7	80	dodge
4	97	78	2188	15.8	80	audi
4	134	90	2711	15.5	80	toyota
4	120	75	2542	17.5	80	mazda
4	119	92	2434	15	80	datsun
4	108	75	2265	15.2	80	toyota
4	86	65	2110	17.9	80	mazda
4	156	105	2800	14.4	80	dodge
4	85	65	2110	19.2	80	datsun
4	90	48	2085	21.7	80	volkswagen
4	90	48	2335	23.7	80	volkswagen
5	121	67	2950	19.9	80	audi
4	146	67	3250	21.8	80	mercedes-benz
4	91	67	1850	13.8	80	honda
4	85	104	1835	17.3	80	renault
4	97	67	2145	18	80	subaru
4	89	62	1845	15.3	80	volkswagen
6	168	132	2910	11.4	80	datsun
3	70	100	2420	12.5	80	mazda
4	122	88	2500	15.1	80	triumph
4	140	104	2905	14.3	80	ford
4	107	72	2290	17	80	honda
4	135	84	2490	15.7	81	plymouth
4	151	84	2635	16.4	81	buick
4	156	92	2620	14.4	81	dodge
6	173	110	2725	12.6	81	chevrolet
4	135	84	2385	12.9	81	plymouth
4	79	58	1755	16.9	81	toyota
4	86	64	1875	16.4	81	plymouth
4	81	60	1760	16.1	81	honda
4	97	67	2065	17.8	81	subaru
4	85	65	1975	19.4	81	datsun
4	89	62	2050	17.3	81	toyota
4	91	68	1985	16	81	mazda
4	105	63	2215	14.9	81	plymouth
4	98	65	2045	16.2	81	ford
4	98	65	2380	20.7	81	ford
4	105	74	2190	14.2	81	volkswagen
4	100	104	2320	15.8	81	renault
4	107	75	2210	14.4	81	honda
4	108	75	2350	16.8	81	toyota
4	119	100	2615	14.8	81	datsun
4	120	74	2635	18.3	81	mazda
4	141	80	3230	20.4	81	peugeot
6	145	76	3160	19.6	81	volvo
6	168	116	2900	12.6	81	toyota
6	146	120	2930	13.8	81	datsun
6	231	110	3415	15.8	81	buick
8	350	105	3725	19	81	oldsmobile
6	200	88	3060	17.1	81	ford
6	225	85	3465	16.6	81	chrysler
4	112	88	2605	19.6	82	chevrolet
4	112	88	2640	18.6	82	chevrolet
4	112	88	2395	18	82	chevrolet
4	112	85	2575	16.2	82	pontiac
4	135	84	2525	16	82	dodge
4	151	90	2735	18	82	pontiac
4	140	92	2865	16.4	82	ford
4	151	104	3035	20.5	82	amc
4	105	74	1980	15.3	82	volkswagen
4	91	68	2025	18.2	82	mazda
4	91	68	1970	17.6	82	mazda
4	105	63	2125	14.7	82	plymouth
4	98	70	2125	17.3	82	mercury
4	120	88	2160	14.5	82	nissan
4	107	75	2205	14.5	82	honda
4	108	70	2245	16.9	82	toyota
4	91	67	1965	15	82	honda
4	91	67	1965	15.7	82	honda
4	91	67	1995	16.2	82	datsun
6	181	110	2945	16.4	82	buick
6	262	85	3015	17	82	oldsmobile
4	156	92	2585	14.5	82	chrysler
6	232	112	2835	14.7	82	ford
4	144	96	2665	13.9	82	toyota
4	135	84	2370	13	82	dodge
4	151	90	2950	17.3	82	chevrolet
4	140	86	2790	15.6	82	ford
4	97	52	2130	24.6	82	volkswagen
4	135	84	2295	11.6	82	dodge
4	120	79	2625	18.6	82	ford
4	119	82	2720	19.4	82	chevy

</dataset>
</data>                               
